controlled_stations,type,profit,rc_11,rc_14,rc_15,rc_26,rc_37
14|26,sol_tr_predicted,24.81902096661946,0.6,0.7980306461612408,0.5,0.4212499090435407,0.5
14|26,sol_tr_real,24.062435249448193,0.6,0.7980306461612408,0.5,0.4212499090435407,0.5
14|26,sol_predicted,24.819020966619455,0.6,0.7980306461612408,0.5,0.4212499090435407,0.5
14|26,sol_real,24.062435249448193,0.6,0.7980306461612408,0.5,0.4212499090435407,0.5
14|37,base_case,16.478694066167467,0.6,0.6,0.5,0.6,0.5
14|37,max_prices,7.413110725737252,0.6,0.8,0.5,0.6,0.8
14|37,sol_tr_predicted,22.725195560227068,0.6,0.49474495849149364,0.5,0.6,0.6118180699965968
14|37,sol_tr_real,25.04912586149829,0.6,0.49474495849149364,0.5,0.6,0.6118180699965968
14|37,sol_predicted,22.725195560256857,0.6,0.4947449584914937,0.5,0.6,0.6118180699965968
14|37,sol_real,21.710253631438835,0.6,0.4947449584914937,0.5,0.6,0.6118180699965968
15|26,base_case,13.727748669593861,0.6,0.6,0.5,0.6,0.5
15|26,max_prices,4.774743877669543,0.6,0.6,0.8,0.8,0.5
15|26,sol_tr_predicted,25.866769809604357,0.6,0.6,0.633538864621931,0.4053226783427281,0.5
15|26,sol_tr_real,22.630402797066274,0.6,0.6,0.633538864621931,0.4053226783427281,0.5
15|26,sol_predicted,25.866769809607597,0.6,0.6,0.6335388646219311,0.4053226783427281,0.5
15|26,sol_real,22.63040279706663,0.6,0.6,0.6335388646219311,0.4053226783427281,0.5
15|37,base_case,23.676251200765776,0.6,0.6,0.5,0.6,0.5
15|37,max_prices,3.4284707091677116,0.6,0.6,0.8,0.6,0.8
15|37,sol_tr_predicted,22.286947305145716,0.6,0.6,0.49505891547684383,0.6,0.46049769941716306
15|37,sol_tr_real,22.133280063268906,0.6,0.6,0.49505891547684383,0.6,0.46049769941716306
15|37,sol_predicted,22.286947305145738,0.6,0.6,0.4950589154768439,0.6,0.460497699417163
15|37,sol_real,22.449942541810966,0.6,0.6,0.4950589154768439,0.6,0.460497699417163
26|37,base_case,9.948502531171913,0.6,0.6,0.5,0.6,0.5
26|37,max_prices,8.230978330212869,0.6,0.6,0.5,0.8,0.8
26|37,sol_tr_predicted,21.455493791999093,0.6,0.6,0.5,0.386945328949101,0.35211887486168736
26|37,sol_tr_real,19.290054972248416,0.6,0.6,0.5,0.386945328949101,0.35211887486168736
26|37,sol_predicted,21.455493791999093,0.6,0.6,0.5,0.386945328949101,0.35211887486168736
26|37,sol_real,19.290054972248416,0.6,0.6,0.5,0.386945328949101,0.35211887486168736
11|14|15,base_case,20.257940204589413,0.6,0.6,0.5,0.6,0.5
11|14|15,max_prices,10.983842165906406,0.8,0.8,0.8,0.6,0.5
11|14|15,sol_tr_predicted,23.25964967727,0.7942072489162855,0.41566343322716465,0.46239611029220085,0.6,0.5
11|14|15,sol_tr_real,20.467642583407347,0.7942072489162855,0.41566343322716465,0.46239611029220085,0.6,0.5
11|14|15,sol_predicted,23.341945382681246,0.8,0.4160759859568138,0.4658571199658726,0.6,0.5
11|14|15,sol_real,22.310675058236733,0.8,0.4160759859568138,0.4658571199658726,0.6,0.5
11|14|26,base_case,6.530191534995553,0.6,0.6,0.5,0.6,0.5
11|14|26,max_prices,7.533652017494891,0.8,0.8,0.5,0.8,0.5
11|14|26,sol_tr_predicted,26.93178696086081,0.6151396754899813,0.7986933069161678,0.5,0.4211466254712877,0.5
11|14|26,sol_tr_real,24.059759516472404,0.6151396754899813,0.7986933069161678,0.5,0.4211466254712877,0.5
11|14|26,sol_predicted,26.93511440009136,0.6158918157708406,0.8,0.5,0.4212065212088545,0.5
11|14|26,sol_real,24.068083753277897,0.6158918157708406,0.8,0.5,0.4212065212088545,0.5
11|14|37,base_case,16.478694066167467,0.6,0.6,0.5,0.6,0.5
11|14|37,max_prices,7.413110725739003,0.8,0.8,0.5,0.6,0.8
11|14|37,sol_tr_predicted,27.027751272500353,0.79387487514859,0.4811813373807779,0.5,0.6,0.6047379991967524
11|14|37,sol_tr_real,21.300199512797224,0.79387487514859,0.4811813373807779,0.5,0.6,0.6047379991967524
11|14|37,sol_predicted,27.142599469378442,0.8,0.48075281938597986,0.5,0.6,0.604514317208188
11|14|37,sol_real,21.388624372179034,0.8,0.48075281938597986,0.5,0.6,0.604514317208188
11|15|26,base_case,13.727748669593861,0.6,0.6,0.5,0.6,0.5
11|15|26,max_prices,6.881346731251799,0.8,0.6,0.8,0.8,0.5
11|15|26,sol_tr_predicted,27.224685758386286,0.4558870306880226,0.6,0.7559994909696252,0.4010453520713339,0.5
11|15|26,sol_tr_real,20.84362855783414,0.4558870306880226,0.6,0.7559994909696252,0.4010453520713339,0.5
11|15|26,sol_predicted,27.224685758386276,0.4558870306880227,0.6,0.755999490969625,0.401045352071334,0.5
11|15|26,sol_real,22.90817272120872,0.4558870306880227,0.6,0.755999490969625,0.401045352071334,0.5
11|15|37,base_case,23.676251200765776,0.6,0.6,0.5,0.6,0.5
11|15|37,max_prices,3.179432595164596,0.8,0.6,0.8,0.6,0.8
11|15|37,sol_tr_predicted,25.489888468232067,0.44684539161098463,0.6,0.6722379799649458,0.6,0.4515842612189427
11|15|37,sol_tr_real,22.824450529612566,0.44684539161098463,0.6,0.6722379799649458,0.6,0.4515842612189427
11|15|37,sol_predicted,25.48988846819848,0.44684539161098374,0.6,0.6722379799649438,0.6,0.4515842612189429
11|15|37,sol_real,30.09910979253338,0.44684539161098374,0.6,0.6722379799649438,0.6,0.4515842612189429
11|26|37,base_case,9.948502531171913,0.6,0.6,0.5,0.6,0.5
11|26|37,max_prices,8.230978330213015,0.8,0.6,0.5,0.8,0.8
11|26|37,sol_tr_predicted,23.45692984259202,0.38512846400261436,0.6,0.5,0.37281318558249826,0.3457491768086618
11|26|37,sol_tr_real,21.203155358296936,0.38512846400261436,0.6,0.5,0.37281318558249826,0.3457491768086618
11|26|37,sol_predicted,23.45692984259202,0.38512846400261436,0.6,0.5,0.37281318558249826,0.3457491768086618
11|26|37,sol_real,21.203155358296936,0.38512846400261436,0.6,0.5,0.37281318558249826,0.3457491768086618
14|15|26,base_case,20.257940204589413,0.6,0.6,0.5,0.6,0.5
14|15|26,max_prices,12.30839589516605,0.6,0.8,0.8,0.8,0.5
14|15|26,sol_tr_predicted,32.92054709947332,0.6,0.7969416445569613,0.6517200414832265,0.41458460895217153,0.5
14|15|26,sol_tr_real,27.673700660343272,0.6,0.7969416445569613,0.6517200414832265,0.41458460895217153,0.5
14|15|26,sol_predicted,32.92315956382687,0.6,0.7974562648758801,0.6517675499878688,0.4146088109318735,0.5
14|15|26,sol_real,24.549101383331365,0.6,0.7974562648758801,0.6517675499878688,0.4146088109318735,0.5
14|15|37,base_case,30.20644273576133,0.6,0.6,0.5,0.6,0.5
14|15|37,max_prices,9.339061090901714,0.6,0.8,0.8,0.6,0.8
14|15|37,sol_tr_predicted,32.65395056823448,0.6,0.46034847190048356,0.7971091123248153,0.6,0.6150149805404378
14|15|37,sol_tr_real,25.576514118546093,0.6,0.46034847190048356,0.7971091123248153,0.6,0.6150149805404378
14|15|37,sol_predicted,32.664962097784645,0.6,0.46001379223220434,0.8,0.6,0.6150460866523222
14|15|37,sol_real,30.75566983271658,0.6,0.46001379223220434,0.8,0.6,0.6150460866523222
14|26|37,base_case,16.478694066167467,0.6,0.6,0.5,0.6,0.5
14|26|37,max_prices,24.872480366560367,0.6,0.8,0.5,0.8,0.8
14|26|37,sol_tr_predicted,34.03936221097946,0.6,0.6573424548736027,0.5,0.6414188628315491,0.7997166379585512
14|26|37,sol_tr_real,11.124210265799915,0.6,0.6573424548736027,0.5,0.6414188628315491,0.7997166379585512
14|26|37,sol_predicted,34.05860924140782,0.6,0.6575280451358231,0.5,0.6416432826676809,0.8
14|26|37,sol_real,30.869255262904858,0.6,0.6575280451358231,0.5,0.6416432826676809,0.8
15|26|37,base_case,23.676251200765776,0.6,0.6,0.5,0.6,0.5
15|26|37,max_prices,5.705788468850073,0.6,0.6,0.8,0.8,0.8
15|26|37,sol_tr_predicted,27.87917315801363,0.6,0.6,0.6828330667712267,0.4267835183971605,0.39706187583399033
15|26|37,sol_tr_real,21.914475571334002,0.6,0.6,0.6828330667712267,0.4267835183971605,0.39706187583399033
15|26|37,sol_predicted,27.87917315801363,0.6,0.6,0.6828330667712267,0.42678351839716056,0.39706187583399016
15|26|37,sol_real,20.336720323445718,0.6,0.6,0.6828330667712267,0.42678351839716056,0.39706187583399016
