controlled_stations,type,profit,rc_11,rc_14,rc_15,rc_26,rc_37
14|26,mlp_predicted,24.819020966619455,0.6,0.7980306461612408,0.5,0.4212499090435407,0.5
14|26,mlp_real,24.062435249448193,0.6,0.7980306461612408,0.5,0.4212499090435407,0.5
14|37,base_case,16.478694066167467,0.6,0.6,0.5,0.6,0.5
14|37,linear_predicted,15.77102517448033,0.6,0.2,0.5,0.6,0.2
14|37,linear_real,10.87424678065467,0.6,0.2,0.5,0.6,0.2
14|37,rf_predicted,19.05483637543186,0.6,0.3999999910593033,0.5,0.6,0.4424999952316284
14|37,rf_real,23.464860713748912,0.6,0.3999999910593033,0.5,0.6,0.4424999952316284
14|37,svm_predicted,18.482075109875773,0.6,0.2,0.5,0.6,0.2
14|37,svm_real,10.87424678065467,0.6,0.2,0.5,0.6,0.2
14|37,cart_predicted,22.262158553599622,0.6,0.452501000589109,0.5,0.6,0.41450101298687514
14|37,cart_real,21.201579759018472,0.6,0.452501000589109,0.5,0.6,0.41450101298687514
14|37,gbm_predicted,23.852237976105013,0.6,0.4565009937941795,0.5,0.6,0.4424999952316284
14|37,gbm_real,22.098534345503804,0.6,0.4565009937941795,0.5,0.6,0.4424999952316284
14|37,mlp_predicted,22.725195560256857,0.6,0.4947449584914937,0.5,0.6,0.6118180699965968
14|37,mlp_real,21.710253631438835,0.6,0.4947449584914937,0.5,0.6,0.6118180699965968
15|26,base_case,13.727748669593861,0.6,0.6,0.5,0.6,0.5
15|26,linear_predicted,14.243756405580026,0.6,0.6,0.2,0.2,0.5
15|26,linear_real,12.3488395751484,0.6,0.6,0.2,0.2,0.5
15|26,rf_predicted,18.379004012258186,0.6,0.6,0.4775009916484123,0.4075009988009697,0.5
15|26,rf_real,22.07748277407841,0.6,0.6,0.4775009916484123,0.4075009988009697,0.5
15|26,svm_predicted,17.40555500740454,0.6,0.6,0.2,0.2,0.5
15|26,svm_real,12.3488395751484,0.6,0.6,0.2,0.2,0.5
15|26,cart_predicted,26.687595667942134,0.6,0.6,0.4460009948670631,0.4895000010728836,0.5
15|26,cart_real,6.167269930427481,0.6,0.6,0.4460009948670631,0.4895000010728836,0.5
15|26,gbm_predicted,24.11743099614849,0.6,0.6,0.49800099593994673,0.442500995224691,0.5
15|26,gbm_real,23.431287843124057,0.6,0.6,0.49800099593994673,0.442500995224691,0.5
15|26,mlp_predicted,25.866769809607597,0.6,0.6,0.6335388646219311,0.4053226783427281,0.5
15|26,mlp_real,22.63040279706663,0.6,0.6,0.6335388646219311,0.4053226783427281,0.5
15|37,base_case,23.676251200765776,0.6,0.6,0.5,0.6,0.5
15|37,linear_predicted,13.201373349427394,0.6,0.6,0.2,0.6,0.2
15|37,linear_real,13.19893401098357,0.6,0.6,0.2,0.6,0.2
15|37,rf_predicted,16.155843477305545,0.6,0.6,0.33650000393390656,0.6,0.4970009939133888
15|37,rf_real,22.870874210154803,0.6,0.6,0.33650000393390656,0.6,0.4970009939133888
15|37,svm_predicted,16.78228058346137,0.6,0.6,0.2,0.6,0.2
15|37,svm_real,13.19893401098357,0.6,0.6,0.2,0.6,0.2
15|37,cart_predicted,26.750071390147752,0.6,0.6,0.5139999985694885,0.6,0.3995000123977661
15|37,cart_real,21.07504943847174,0.6,0.6,0.5139999985694885,0.6,0.3995000123977661
15|37,gbm_predicted,22.084717422070113,0.6,0.6,0.49800099593994673,0.6,0.44050100607273635
15|37,gbm_real,22.540013756199563,0.6,0.6,0.49800099593994673,0.6,0.44050100607273635
15|37,mlp_predicted,22.286947305145738,0.6,0.6,0.4950589154768439,0.6,0.460497699417163
15|37,mlp_real,22.449942541810966,0.6,0.6,0.4950589154768439,0.6,0.460497699417163
26|37,base_case,9.948502531171913,0.6,0.6,0.5,0.6,0.5
26|37,linear_predicted,12.974332317915486,0.6,0.6,0.5,0.2,0.8
26|37,linear_real,12.437005744555172,0.6,0.6,0.5,0.2,0.8
26|37,rf_predicted,19.11761389961009,0.6,0.6,0.5,0.45850099784729537,0.49950000643730164
26|37,rf_real,22.842142112519287,0.6,0.6,0.5,0.45850099784729537,0.49950000643730164
26|37,svm_predicted,15.042871588864918,0.6,0.6,0.5,0.2,0.8
26|37,svm_real,12.437005744555172,0.6,0.6,0.5,0.2,0.8
26|37,cart_predicted,29.103985198367248,0.6,0.6,0.5,0.4385010020196205,0.442500995224691
26|37,cart_real,19.527833704612387,0.6,0.6,0.5,0.4385010020196205,0.442500995224691
26|37,gbm_predicted,25.47534901292216,0.6,0.6,0.5,0.442500995224691,0.4425009952246906
26|37,gbm_real,19.630158801457146,0.6,0.6,0.5,0.442500995224691,0.4425009952246906
26|37,mlp_predicted,21.455493791999093,0.6,0.6,0.5,0.386945328949101,0.35211887486168736
26|37,mlp_real,19.290054972248416,0.6,0.6,0.5,0.386945328949101,0.35211887486168736
11|14|15,base_case,20.257940204589413,0.6,0.6,0.5,0.6,0.5
11|14|15,linear_predicted,14.89180825427349,0.2,0.2,0.2,0.6,0.5
11|14|15,linear_real,13.129049019064547,0.2,0.2,0.2,0.6,0.5
11|14|15,rf_predicted,19.004634045808245,0.7965009973704584,0.7995010183512936,0.7955010102450617,0.6,0.5
11|14|15,rf_real,10.15808468208809,0.7965009973704584,0.7995010183512936,0.7955010102450617,0.6,0.5
11|14|15,svm_predicted,14.91311521698401,0.8,0.8,0.2,0.6,0.5
11|14|15,svm_real,10.337113801297622,0.8,0.8,0.2,0.6,0.5
11|14|15,cart_predicted,28.402720310367137,0.5075010226428276,0.5474999845027924,0.48650099498627236,0.6,0.5
11|14|15,cart_real,19.50287173531683,0.5075010226428276,0.5474999845027924,0.48650099498627236,0.6,0.5
11|14|15,gbm_predicted,26.606886373699915,0.36650000512599945,0.4580009893834358,0.5235009954631096,0.6,0.5
11|14|15,gbm_real,17.195996964486667,0.36650000512599945,0.4580009893834358,0.5235009954631096,0.6,0.5
11|14|15,mlp_predicted,23.341945382681246,0.8,0.4160759859568138,0.4658571199658726,0.6,0.5
11|14|15,mlp_real,22.310675058236733,0.8,0.4160759859568138,0.4658571199658726,0.6,0.5
11|14|26,base_case,6.530191534995553,0.6,0.6,0.5,0.6,0.5
11|14|26,linear_predicted,17.284570063206093,0.2,0.8,0.5,0.2,0.5
11|14|26,linear_real,12.230689031895539,0.2,0.8,0.5,0.2,0.5
11|14|26,rf_predicted,23.25037028180827,0.4695009903371101,0.7995010183512936,0.5,0.42149999737739563,0.5
11|14|26,rf_real,24.081229564774922,0.4695009903371101,0.7995010183512936,0.5,0.42149999737739563,0.5
11|14|26,svm_predicted,17.731396762442657,0.8,0.8,0.5,0.2,0.5
11|14|26,svm_real,12.653140984287214,0.8,0.8,0.5,0.2,0.5
11|14|26,cart_predicted,34.939056051637905,0.5324999988079071,0.43950000405311584,0.5,0.4895000010728836,0.5
11|14|26,cart_real,13.64494270334933,0.5324999988079071,0.43950000405311584,0.5,0.4895000010728836,0.5
11|14|26,gbm_predicted,30.55262826774333,0.4840000122785568,0.5475009844958549,0.5,0.4595009998738533,0.5
11|14|26,gbm_real,20.568424152145795,0.4840000122785568,0.5475009844958549,0.5,0.4595009998738533,0.5
11|14|26,mlp_predicted,26.93511440009136,0.6158918157708406,0.8,0.5,0.4212065212088545,0.5
11|14|26,mlp_real,24.068083753277897,0.6158918157708406,0.8,0.5,0.4212065212088545,0.5
11|14|37,base_case,16.478694066167467,0.6,0.6,0.5,0.6,0.5
11|14|37,linear_predicted,18.094817608248626,0.2,0.2,0.5,0.6,0.2
11|14|37,linear_real,11.490527738079951,0.2,0.2,0.5,0.6,0.2
11|14|37,rf_predicted,22.93247011889251,0.3385009930789238,0.8,0.5,0.6,0.7985010014235743
11|14|37,rf_real,11.136245467903992,0.3385009930789238,0.8,0.5,0.6,0.7985010014235743
11|14|37,svm_predicted,18.35127707106789,0.2,0.2,0.5,0.6,0.2
11|14|37,svm_real,11.490527738079951,0.2,0.2,0.5,0.6,0.2
11|14|37,cart_predicted,29.129503446436228,0.43400100035069045,0.5420009957015282,0.5,0.6,0.41450101298687514
11|14|37,cart_real,25.14813416981781,0.43400100035069045,0.5420009957015282,0.5,0.6,0.41450101298687514
11|14|37,gbm_predicted,28.475238446378576,0.36500099462864455,0.4565009937941795,0.5,0.6,0.44050100607273635
11|14|37,gbm_real,22.72639414058253,0.36500099462864455,0.4565009937941795,0.5,0.6,0.44050100607273635
11|14|37,mlp_predicted,27.142599469378442,0.8,0.48075281938597986,0.5,0.6,0.604514317208188
11|14|37,mlp_real,21.388624372179034,0.8,0.48075281938597986,0.5,0.6,0.604514317208188
11|15|26,base_case,13.727748669593861,0.6,0.6,0.5,0.6,0.5
11|15|26,linear_predicted,17.82748462431498,0.2,0.6,0.2,0.2,0.5
11|15|26,linear_real,12.440174244769262,0.2,0.6,0.2,0.2,0.5
11|15|26,rf_predicted,22.88082129297005,0.4245000034570694,0.6,0.47200098795292433,0.4324999898672104,0.5
11|15|26,rf_real,23.345127300683174,0.4245000034570694,0.6,0.47200098795292433,0.4324999898672104,0.5
11|15|26,svm_predicted,18.658924861742882,0.2,0.6,0.2,0.2,0.5
11|15|26,svm_real,12.440174244769262,0.2,0.6,0.2,0.2,0.5
11|15|26,cart_predicted,31.003230522899123,0.4330009983241325,0.6,0.4460009948670631,0.39200100464222487,0.5
11|15|26,cart_real,21.212509428863427,0.4330009983241325,0.6,0.4460009948670631,0.39200100464222487,0.5
11|15|26,gbm_predicted,28.363720449489822,0.4840010122716194,0.6,0.5605009959399467,0.4215009973704582,0.5
11|15|26,gbm_real,23.491642049497713,0.4840010122716194,0.6,0.5605009959399467,0.4215009973704582,0.5
11|15|26,mlp_predicted,27.224685758386276,0.4558870306880227,0.6,0.755999490969625,0.401045352071334,0.5
11|15|26,mlp_real,22.90817272120872,0.4558870306880227,0.6,0.755999490969625,0.401045352071334,0.5
11|15|37,base_case,23.676251200765776,0.6,0.6,0.5,0.6,0.5
11|15|37,linear_predicted,17.364800859735123,0.2,0.6,0.2,0.6,0.2
11|15|37,linear_real,11.843107250023635,0.2,0.6,0.2,0.6,0.2
11|15|37,rf_predicted,20.893619530514865,0.4045010076224571,0.6,0.47699999809265137,0.6,0.5240009890258079
11|15|37,rf_real,23.376738846146342,0.4045010076224571,0.6,0.47699999809265137,0.6,0.5240009890258079
11|15|37,svm_predicted,19.520576477518674,0.2,0.6,0.2,0.6,0.2
11|15|37,svm_real,11.843107250023635,0.2,0.6,0.2,0.6,0.2
11|15|37,cart_predicted,33.61741628298436,0.5075010226428276,0.6,0.5605009959399467,0.6,0.6014999747276306
11|15|37,cart_real,21.619444319106613,0.5075010226428276,0.6,0.5605009959399467,0.6,0.6014999747276306
11|15|37,gbm_predicted,26.400988919055415,0.42900100511906203,0.6,0.5604999959468842,0.6,0.4424999952316284
11|15|37,gbm_real,22.92692442832572,0.42900100511906203,0.6,0.5604999959468842,0.6,0.4424999952316284
11|15|37,mlp_predicted,25.48988846819848,0.44684539161098374,0.6,0.6722379799649438,0.6,0.4515842612189429
11|15|37,mlp_real,30.09910979253338,0.44684539161098374,0.6,0.6722379799649438,0.6,0.4515842612189429
11|26|37,base_case,9.948502531171913,0.6,0.6,0.5,0.6,0.5
11|26|37,linear_predicted,16.757226227086715,0.2,0.6,0.5,0.2,0.8
11|26|37,linear_real,12.50769538746054,0.2,0.6,0.5,0.2,0.8
11|26|37,rf_predicted,23.58419717867309,0.4245000034570694,0.6,0.5,0.4610000103712082,0.4925000071525574
11|26|37,rf_real,20.91593980824163,0.4245000034570694,0.6,0.5,0.4610000103712082,0.4925000071525574
11|26|37,svm_predicted,17.647998724984348,0.2,0.6,0.5,0.2,0.8
11|26|37,svm_real,12.50769538746054,0.2,0.6,0.5,0.2,0.8
11|26|37,cart_predicted,35.97133009120385,0.4330009983241325,0.6,0.5,0.4385010020196205,0.442500995224691
11|26|37,cart_real,19.62973769481469,0.4330009983241325,0.6,0.5,0.4385010020196205,0.442500995224691
11|26|37,gbm_predicted,29.79976814725399,0.424501003450132,0.6,0.5,0.442500995224691,0.442500995224691
11|26|37,gbm_real,19.59643259546706,0.424501003450132,0.6,0.5,0.442500995224691,0.442500995224691
11|26|37,mlp_predicted,23.45692984259202,0.38512846400261436,0.6,0.5,0.37281318558249826,0.3457491768086618
11|26|37,mlp_real,21.203155358296936,0.38512846400261436,0.6,0.5,0.37281318558249826,0.3457491768086618
14|15|26,base_case,20.257940204589413,0.6,0.6,0.5,0.6,0.5
14|15|26,linear_predicted,18.738231823512177,0.6,0.8,0.2,0.2,0.5
14|15|26,linear_real,12.722533262348708,0.6,0.8,0.2,0.2,0.5
14|15|26,rf_predicted,24.589949366480496,0.6,0.8,0.7930009828269253,0.4595009998738533,0.5
14|15|26,rf_real,27.058393980733598,0.6,0.8,0.7930009828269253,0.4595009998738533,0.5
14|15|26,svm_predicted,21.725093529878205,0.6,0.8,0.8,0.2,0.5
14|15|26,svm_real,15.83257357945025,0.6,0.8,0.8,0.2,0.5
14|15|26,cart_predicted,37.45277703016689,0.6,0.43950000405311584,0.5309999883174896,0.4895000010728836,0.5
14|15|26,cart_real,22.63085759735058,0.6,0.43950000405311584,0.5309999883174896,0.4895000010728836,0.5
14|15|26,gbm_predicted,31.77408831319419,0.6,0.5270010100066429,0.5604999959468842,0.4594999998807907,0.5
14|15|26,gbm_real,22.928488316217653,0.6,0.5270010100066429,0.5604999959468842,0.4594999998807907,0.5
14|15|26,mlp_predicted,32.92315956382687,0.6,0.7974562648758801,0.6517675499878688,0.4146088109318735,0.5
14|15|26,mlp_real,24.549101383331365,0.6,0.7974562648758801,0.6517675499878688,0.4146088109318735,0.5
14|15|37,base_case,30.20644273576133,0.6,0.6,0.5,0.6,0.5
14|15|37,linear_predicted,18.70347674529338,0.6,0.2,0.2,0.6,0.2
14|15|37,linear_real,11.472660060597715,0.6,0.2,0.2,0.6,0.2
14|15|37,rf_predicted,26.622263376168,0.6,0.7995010183512936,0.7955010102450617,0.6,0.7985010014235743
14|15|37,rf_real,9.316821999231594,0.6,0.7995010183512936,0.7955010102450617,0.6,0.7985010014235743
14|15|37,svm_predicted,21.14493115825209,0.6,0.8,0.8,0.6,0.2
14|15|37,svm_real,20.266371260510017,0.6,0.8,0.8,0.6,0.2
14|15|37,cart_predicted,38.222544201413996,0.6,0.44150100809929427,0.514000998562552,0.6,0.41450101298687514
14|15|37,cart_real,25.31758139588753,0.6,0.44150100809929427,0.514000998562552,0.6,0.41450101298687514
14|15|37,gbm_predicted,34.230293021120815,0.6,0.4580009893834358,0.5024999976158142,0.6,0.44050100607273635
14|15|37,gbm_real,26.33885337936168,0.6,0.4580009893834358,0.5024999976158142,0.6,0.44050100607273635
14|15|37,mlp_predicted,32.664962097784645,0.6,0.46001379223220434,0.8,0.6,0.6150460866523222
14|15|37,mlp_real,30.75566983271658,0.6,0.46001379223220434,0.8,0.6,0.6150460866523222
14|26|37,base_case,16.478694066167467,0.6,0.6,0.5,0.6,0.5
14|26|37,linear_predicted,18.714634647800757,0.6,0.8,0.5,0.8,0.8
14|26|37,linear_real,24.872480366560367,0.6,0.8,0.5,0.8,0.8
14|26|37,rf_predicted,31.754412500690066,0.6,0.7995010183512936,0.5,0.6205009983241325,0.7985010014235743
14|26|37,rf_real,20.77209568045335,0.6,0.7995010183512936,0.5,0.6205009983241325,0.7985010014235743
14|26|37,svm_predicted,22.94390046402193,0.6,0.8,0.5,0.8,0.8
14|26|37,svm_real,24.872480366560367,0.6,0.8,0.5,0.8,0.8
14|26|37,cart_predicted,40.357399671003414,0.6,0.38450099689362105,0.5,0.4895000010728836,0.442500995224691
14|26|37,cart_real,24.64110940569841,0.6,0.38450099689362105,0.5,0.4895000010728836,0.442500995224691
14|26|37,gbm_predicted,33.199799040888735,0.6,0.5445009933173424,0.5,0.4595009998738533,0.4424999952316284
14|26|37,gbm_real,18.209778038122433,0.6,0.5445009933173424,0.5,0.4595009998738533,0.4424999952316284
14|26|37,mlp_predicted,34.05860924140782,0.6,0.6575280451358231,0.5,0.6416432826676809,0.8
14|26|37,mlp_real,30.869255262904858,0.6,0.6575280451358231,0.5,0.6416432826676809,0.8
